UniqueCode,QualQuantInc,CADIMA Ref,Author,Study,PubYear,Journal,Study ID,Fire,Grazing,Tourism,Elevation_Stated,Elevation_Est,Elev_Est_Lower,Elev_Est_Upper,Slope,Slope_New,Landform,Landform_Analysis,Aspect,Temperature,Rainfall,Snow,Bare ground,Studysite,Loc.y,Loc.x,Studysite.aggregate,StudySite.LatLong,Loc.y2,Loc.x2,Studysite.aggregate.2,Loc.y.2,Loc.x.2,Study design,Independence?,Study details,Sampling method,Scale,N,r,Other?,Reason for study,Initial ES?,Aggregate.InitialES,Aggregate.InitialES2,Shrub.Dominant,Treatment,TreatmentAggregate1,TreatmentAggregate2,Treatment_Thematic,Treatment_Thematic1,TimeSinceFire...50,TimeSinceGrazing,Response,Family,Form.Category,Alpine.Zone,Alpine.Zone2,Region,Groundwater Association,Ecosystem Types,Seeder.Resprouter,Seeder.Resprouter2,Old.Response,Response.Level,Metric,Metric-Notes,Metric.Aggregate,Metric.Aggregate.Old,QualDirection,Control.Exposure,Design,Year.Initial,Mean...71,SD...72,Year.Final,Mean...74,SD...75,TimeSpan,MeanChange...77,AnnualChange,StandardisedAnnualChange,StandardisedAnnualChange.2,MeanChange...81,TimeSinceFire.New,Climate,Climate.Confounding?,Grazing.Confounding,ID,RainJuly,RainJan,JanTempMin,JanTempMax,JulyTempMin,JulyTempMax
18,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,2015,,1,"Last burnt 1939, then 2003 / 2006",Unspecified,,NA,1350-1750,1350,1750,Unspecified,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Treeless subalpine plains of KNP,-36.38080178,148.3589276,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit.","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent seeder shrubland,Heathland (dry),Heathland,Shrub-dominant,Fire 2003,Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Epacris petrophila,Ericaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Wet,"Watercourses, bog, frost hollow, heathland (dry)",Resprouter,Resprouter,Epacris petrophila,Species,Cover,"""Counts of cover values"" in both figures and in text.",Cover,Cover,Reduce,Exposure,BA,2002,1.25,0.707106781,2012,1,0.447213595,10,-0.25,-2.5000000000000001E-2,-2.5000000000000001E-2,-0.025,-0.25,9,Omit,Fire during study period,No,"KNP, NSW 2012",101.4250031,74.84999847,6.25,19.25,-4.75,3.25
19,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,2015,,1,"Last burnt 1939, then 2003 / 2006",Unspecified,,NA,1350-1750,1350,1750,Unspecified,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Treeless subalpine plains of KNP,-36.38080178,148.3589276,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit.","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent resprouter shrubland,Heathland (dry),Heathland,Shrub-dominant,Fire 2003,Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Oxylobium ellipticum,Fabaceae,Tall,Non-alpine,Non-alpine,Montane,Dry,"Heathland, Woodland / Forest",Resprouter,Resprouter,Oxylobium ellipticum,Species,Cover,"""Counts of cover values"" in both figures and in text.",Cover,Cover,Reduce,Exposure,BA,2002,1.6,1.516575089,2012,1.2,1.303840481,10,-0.40000000000000013,-4.0000000000000015E-2,-4.0000000000000015E-2,-0.04,-0.4,9,Omit,Fire during study period,No,"KNP, NSW 2012",101.4250031,74.84999847,6.25,19.25,-4.75,3.25
20,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,2015,,1,"Last burnt 1939, then 2003 / 2006",Unspecified,,NA,1350-1750,1350,1750,Unspecified,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Treeless subalpine plains of KNP,-36.38080178,148.3589276,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit.","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent resprouter shrubland,Heathland (dry),Heathland,Shrub-dominant,Fire 2003,Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Kunzea muelleri,Myrtaceae,Mat,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine, Montane",Dry,"Heathland, rocky area",Resprouter,Resprouter,Kunzea muelleri,Species,Cover,"""Counts of cover values"" in both figures and in text.",Cover,Cover,Reduce,Exposure,BA,2002,1.6,1.341640786,2012,1,1.224744871,10,-0.60000000000000009,-6.0000000000000012E-2,-6.0000000000000012E-2,-0.06,-0.6,9,Omit,Fire during study period,No,"KNP, NSW 2012",101.4250031,74.84999847,6.25,19.25,-4.75,3.25
21,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,2015,,1,"Last burnt 1939, then 2003 / 2006",Unspecified,,NA,1350-1750,1350,1750,Unspecified,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Treeless subalpine plains of KNP,-36.38080178,148.3589276,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit.","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent resprouter shrubland,Heathland (dry),Heathland,Shrub-dominant,Fire 2003,Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Bossiaea foliosa,Fabaceae,Tall,Subalpine,Subalpine,Subalpine,Dry,"Heathland, Woodland",Both,Resprouter,Bossiaea foliosa,Species,Cover,"""Counts of cover values"" in both figures and in text.",Cover,Cover,Promote,Exposure,BA,2002,2,1.58113883,2012,1.8,1.788854382,10,-0.19999999999999996,-1.9999999999999997E-2,-1.9999999999999997E-2,-0.02,-0.2,9,Omit,Fire during study period,No,"KNP, NSW 2012",101.4250031,74.84999847,6.25,19.25,-4.75,3.25
22,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,2015,,1,"Last burnt 1939, then 2003 / 2006",Unspecified,,NA,1350-1750,1350,1750,Unspecified,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Treeless subalpine plains of KNP,-36.38080178,148.3589276,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit.","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent resprouter shrubland,Heathland (dry),Heathland,Shrub-dominant,Fire 2003,Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Hovea montana,Fabaceae,Tall,Subalpine,Subalpine,"Subalpine, Montane",Dry,,Both,Resprouter,Hovea montana,Species,Cover,"""Counts of cover values"" in both figures and in text.",Cover,Cover,Reduce,Exposure,BA,2002,2.4,3.049590136,2012,2.4,2.607680962,10,0,0,0,0,0,9,Omit,Fire during study period,No,"KNP, NSW 2012",101.4250031,74.84999847,6.25,19.25,-4.75,3.25
23,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,2015,,1,"Last burnt 1939, then 2003 / 2006",Unspecified,,NA,1350-1750,1350,1750,Unspecified,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Treeless subalpine plains of KNP,-36.38080178,148.3589276,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit.","Field, observational",Multiple sites,60,1,,Recovery from fire,Groundwater-dependent fire-sensitive vegetation,Heathland (wet) / Grassland,Bog,Shrub-dominant,Fire 2003,Fire ( < 20 ya),Fire,Fire,Fire,9,,Seeder shrubs,Mixed,Mixed,Mixed,Alpine Subalpine,Mixed,Dry,,Seeder / Soil seed bank,Obligate Seeder,Seeder shrubs,Community / Ecosystem,Cover,"""Counts of cover values"" in both figures and in text.",Cover,Cover,Promote,Exposure,BA,2002,2.7,2.906888371,2012,5.6,5.412947441,10,2.8999999999999995,0.28999999999999992,0.28999999999999992,0.29,2.9,9,Omit,Fire during study period,No,"KNP, NSW 2012",101.4250031,74.84999847,6.25,19.25,-4.75,3.25
24,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,2015,,1,"Last burnt 1939, then 2003 / 2006",Unspecified,,NA,1350-1750,1350,1750,Unspecified,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Treeless subalpine plains of KNP,-36.38080178,148.3589276,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit.","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent seeder shrubland,Heathland (dry),Heathland,Shrub-dominant,Fire 2003,Fire ( < 20 ya),Fire,Fire,Fire,9,,Seeder shrubs,Mixed,Mixed,Mixed,Alpine Subalpine,Mixed,Dry,,Seeder / Soil seed bank,Obligate Seeder,Seeder shrubs,Community / Ecosystem,Cover,"""Counts of cover values"" in both figures and in text.",Cover,Cover,Promote,Exposure,BA,2002,2.8,1.923538406,2012,2,2.34520788,10,-0.79999999999999982,-7.9999999999999988E-2,-7.9999999999999988E-2,-0.08,-0.8,9,Omit,Fire during study period,No,"KNP, NSW 2012",101.4250031,74.84999847,6.25,19.25,-4.75,3.25
25,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,2015,,1,"Last burnt 1939, then 2003 / 2006",Unspecified,,NA,1350-1750,1350,1750,Unspecified,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Treeless subalpine plains of KNP,-36.38080178,148.3589276,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit.","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent resprouter shrubland,Heathland (dry),Heathland,Shrub-dominant,Fire 2003,Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Grevillea australis,Proteaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Dry,"Fjaeldmark, Heathland",Seeder / Soil seed bank,Obligate Seeder,Grevillea australis,Species,Cover,"""Counts of cover values"" in both figures and in text.",Cover,Cover,Promote,Exposure,BA,2002,3,2.217355783,2012,2.4,3.049590136,10,-0.60000000000000009,-6.0000000000000012E-2,-6.0000000000000012E-2,-0.06,-0.6,9,Omit,Fire during study period,No,"KNP, NSW 2012",101.4250031,74.84999847,6.25,19.25,-4.75,3.25
26,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,2015,,1,"Last burnt 1939, then 2003 / 2006",Unspecified,,NA,1350-1750,1350,1750,Unspecified,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Treeless subalpine plains of KNP,-36.38080178,148.3589276,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit.","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent seeder shrubland,Heathland (dry),Heathland,Shrub-dominant,Fire 2003,Fire ( < 20 ya),Fire,Fire,Fire,9,,Resprouter shrubs,Mixed,Mixed,Mixed,Alpine Subalpine,Mixed,Dry,,Resprouter,Resprouter,Resprouter shrubs,Community / Ecosystem,Cover,"""Counts of cover values"" in both figures and in text.",Cover,Cover,Promote,Exposure,BA,2002,3.2,6.099180273,2012,4,6.244997998,10,0.79999999999999982,7.9999999999999988E-2,7.9999999999999988E-2,0.08,0.8,9,Omit,Fire during study period,No,"KNP, NSW 2012",101.4250031,74.84999847,6.25,19.25,-4.75,3.25
27,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,2015,,1,"Last burnt 1939, then 2003 / 2006",Unspecified,,NA,1350-1750,1350,1750,Unspecified,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Treeless subalpine plains of KNP,-36.38080178,148.3589276,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit.","Field, observational",Multiple sites,60,1,,Recovery from fire,Groundwater-dependent shrubland,Heathland (wet),Bog,Shrub-dominant,Fire 2003,Fire ( < 20 ya),Fire,Fire,Fire,9,,Resprouter shrubs,Mixed,Mixed,Mixed,Alpine Subalpine,Mixed,Dry,,Resprouter,Resprouter,Resprouter shrubs,Community / Ecosystem,Cover,"""Counts of cover values"" in both figures and in text.",Cover,Cover,Promote,Exposure,BA,2002,4.2,4.38178046,2012,5,5.700877125,10,0.79999999999999982,7.9999999999999988E-2,7.9999999999999988E-2,0.08,0.8,9,Omit,Fire during study period,No,"KNP, NSW 2012",101.4250031,74.84999847,6.25,19.25,-4.75,3.25
28,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,2015,,1,"Last burnt 1939, then 2003 / 2006",Unspecified,,NA,1350-1750,1350,1750,Unspecified,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Treeless subalpine plains of KNP,-36.38080178,148.3589276,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit.","Field, observational",Multiple sites,60,1,,Recovery from fire,Groundwater-dependent fire-sensitive vegetation,Heathland (wet) / Grassland,Bog,Shrub-dominant,Fire 2003,Fire ( < 20 ya),Fire,Fire,Fire,9,,Resprouter shrubs,Mixed,Mixed,Mixed,Alpine Subalpine,Mixed,Dry,,Resprouter,Resprouter,Resprouter shrubs,Community / Ecosystem,Cover,"""Counts of cover values"" in both figures and in text.",Cover,Cover,Promote,Exposure,BA,2002,5,4.636809248,2012,5.4,5.366563146,10,0.40000000000000036,4.0000000000000036E-2,4.0000000000000036E-2,0.04,0.4,9,Omit,Fire during study period,No,"KNP, NSW 2012",101.4250031,74.84999847,6.25,19.25,-4.75,3.25
29,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,2015,,1,"Last burnt 1939, then 2003 / 2006",Unspecified,,NA,1350-1750,1350,1750,Unspecified,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Treeless subalpine plains of KNP,-36.38080178,148.3589276,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit.","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent resprouter shrubland,Heathland (dry),Heathland,Shrub-dominant,Fire 2003,Fire ( < 20 ya),Fire,Fire,Fire,9,,Seeder shrubs,Mixed,Mixed,Mixed,Alpine Subalpine,Mixed,Dry,,Seeder / Soil seed bank,Obligate Seeder,Seeder shrubs,Community / Ecosystem,Cover,"""Counts of cover values"" in both figures and in text.",Cover,Cover,Reduce,Exposure,BA,2002,7.4,8.473488066,2012,5.6,6.503845017,10,-1.8000000000000007,-0.18000000000000008,-0.18000000000000008,-0.18,-1.8,9,Omit,Fire during study period,No,"KNP, NSW 2012",101.4250031,74.84999847,6.25,19.25,-4.75,3.25
30,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,2015,,1,"Last burnt 1939, then 2003 / 2006",Unspecified,,NA,1350-1750,1350,1750,Unspecified,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Treeless subalpine plains of KNP,-36.38080178,148.3589276,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit.","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent resprouter shrubland,Heathland (dry),Heathland,Shrub-dominant,Fire 2003,Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Grevillea australis,Proteaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Dry,"Fjaeldmark, Heathland",Seeder / Soil seed bank,Obligate Seeder,Grevillea australis,Species,Cover,"""Counts of cover values"" in both figures and in text.",Cover,Cover,Reduce,Exposure,BA,2002,15,3.391164992,2012,2.6,3.305298776,10,-12.4,-1.24,-1.24,-1.24,-12.4,9,Omit,Fire during study period,No,"KNP, NSW 2012",101.4250031,74.84999847,6.25,19.25,-4.75,3.25
31,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,2015,,1,"Last burnt 1939, then 2003 / 2006",Unspecified,,NA,1350-1750,1350,1750,Unspecified,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Treeless subalpine plains of KNP,-36.38080178,148.3589276,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit.","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent resprouter shrubland,Heathland (dry),Heathland,Shrub-dominant,Fire 2003,Fire ( < 20 ya),Fire,Fire,Fire,9,,Resprouter shrubs,Mixed,Mixed,Mixed,Alpine Subalpine,Mixed,Dry,,Resprouter,Resprouter,Resprouter shrubs,Community / Ecosystem,Cover,"""Counts of cover values"" in both figures and in text.",Cover,Cover,Promote,Exposure,BA,2002,29.4,37.19946236,2012,27.8,38.60310868,10,-1.5999999999999979,-0.15999999999999978,-0.15999999999999978,-0.16,-1.6,9,Omit,Fire during study period,No,"KNP, NSW 2012",101.4250031,74.84999847,6.25,19.25,-4.75,3.25
39,Quant+Qual,36,de Bie & Vesk 2014 Horse tourism,de Bie & Vesk 2014,2014,,2,Unspecified,"Partial, horse tourism limited 1993, and banned (exc. 1 operator, 200 passes / year) in 2000.","Tourism use trails (hiking, MTB)",1933-1966,1933-1966,1933,1966,Changing slope,Slope,Slope,Slope / Peak,Changing aspects,Unspecified,Decrease (below average),Unspecified,Higher treatment > Control,"Mt Bogong, Victoria",-36.73277184,147.3061766,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BACI,4 Paired BACI,"Two sites, independent, treatment and control","Field, experimental",Single site,40,20,None,Tourism / livestock on vegetation,Open heathland (20-50% shrubs),Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Horse activity (low, permit control)",Tourism (horse),Tourism (horse trail),Tourism,Tourism,,,Shrubs,,,,,,,,,Mixed,Shrub,Shrub,Braun Blanquet shrub cover (%),Braun Blanquet shrub cover (%),Cover,Cover,Reduce,Control,BACI,2001,56.17346939,20.37233945,2011,31.93877551,22.99164023,10,-24.234693877551098,-2.4234693877551097,-2.4234693877551097,-2.423469,-24.23469388,,Omit,Grazing ceased during study period,No,"BHP, Victoria 2011",172.4750061,122.2750015,9.25,20,-2.25,3.75
39,Quant+Qual,36,de Bie & Vesk 2014 Horse tourism,de Bie & Vesk 2014,2014,,2,Unspecified,"Partial, horse tourism limited 1993, and banned (exc. 1 operator, 200 passes / year) in 2000.","Tourism use trails (hiking, MTB)",1933-1966,1933-1966,1933,1966,Changing slope,Slope,Slope,Slope / Peak,Changing aspects,Unspecified,Decrease (below average),Unspecified,Higher treatment > Control,"Mt Bogong, Victoria",-36.73277184,147.3061766,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BACI,4 Paired BACI,"Two sites, independent, treatment and control","Field, experimental",Single site,40,20,None,Tourism / livestock on vegetation,Open heathland (20-50% shrubs),Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Horse activity (low, permit control)",Tourism (horse),Tourism (horse trail),Tourism,Tourism,,,Shrubs,,,,,,,,,Mixed,Shrub,Shrub,Braun Blanquet shrub cover (%),Braun Blanquet shrub cover (%),Cover,Cover,Reduce,Exposure,BACI,2002,5.25,1.892969449,2013,4,0.816496581,11,-1.25,-0.11363636363636363,-0.11363636363636363,-0.113636,-1.25,,Omit,"Tourism permit introduced, disturbance altered during study period",No,"BHP, Victoria 2013",121,41.42499924,9,22.25,-1.25,5
40,Quant+Qual,36,de Bie & Vesk 2014 Horse tourism,de Bie & Vesk 2014,2014,,1,Unspecified,"Partial, horse tourism limited 1993, and banned (exc. 1 operator, 200 passes / year) in 2000.","Tourism use trails (hiking, MTB)",1933-1966,1933-1966,1933,1966,Changing slope,Slope,Slope,Slope / Peak,Changing aspects,Unspecified,Decrease (below average),Unspecified,Higher treatment > Control,"Mt Bogong, Victoria",-36.73277184,147.3061766,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"Two sites, independent, treatment and control","Field, experimental",Single site,40,20,None,Tourism / livestock on vegetation,Open heathland (20-50% shrubs),Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Horse activity (low, permit control)",Tourism (horse),Tourism (horse trail),Tourism,Tourism,,,Shrubs,,,,,,,,,Mixed,Shrub,Shrub,Shrub height (cm),Shrub height (cm),Height,Height,Reduce,Exposure,BA,2001,26.10552764,7.452795536,2011,17.06030151,3.296428795,10,-9.0452261306533011,NA,NA,,-9.045226131,,Omit,"Tourism permit introduced, disturbance altered during study period",No,"BHP, Victoria 2011",172.4750061,122.2750015,9.25,20,-2.25,3.75
44,Quant+Qual,44,Wahren 2013 Experimental warming and long-term vegetation dynamics in an alpine heathland,Wahren et al. 2013,2013,Australian Journal of Botany,ITEX,Unspecified,Ceased 2003,Unspecified,NA,1600-1800,1600,1800,,Summit,Peak,Slope / Peak,Unspecified,Increase,Decrease,Unspecified,"Unspecified, significant influence","BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BACI,4 Paired BACI,OTC & control,"Field, experimental",Single site,44,13,Drought ceased 2003,Experimental warming,Open heathland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,OTC Drought,Drought (ongoing),Drought (ongoing),Climate change,Climate change,,,Shrubs,,,,,,,,,Mixed,Shrub,Shrub,Cover,"""Mean cover"", Table 2",Cover,Cover,Promote,Exposure,BACI,2004,6,9.688137076,2010,17,25.49509757,6,11,1.8333333333333333,1.8333333333333333,1.833333,11,,Omit OTC,OTC exposure,No,"BHP, Victoria 2010",96.92499542,77.09999847,8.5,21.5,-3.25,4
44,Quant+Qual,44,Wahren 2013 Experimental warming and long-term vegetation dynamics in an alpine heathland,Wahren et al. 2013,2013,Australian Journal of Botany,ITEX,Unspecified,Ceased 2003,Unspecified,NA,1600-1800,1600,1800,,Summit,Peak,Slope / Peak,Unspecified,Increase,Decrease,Unspecified,"Unspecified, significant influence","BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BACI,4 Paired BACI,OTC & control,"Field, experimental",Single site,44,13,Drought ceased 2003,Experimental warming,Open heathland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,OTC Drought,Drought (ongoing),Drought (ongoing),Climate change,Climate change,,,Shrubs,,,,,,,,,Mixed,Shrub,Shrub,Cover,"""Mean cover"", Table 2",Cover,Cover,Promote,Control,BACI,2004,5,7.138627319,2010,11,22.94558781,6,6,1,1,1,6,,Yes,No,No,"BHP, Victoria 2010",96.92499542,77.09999847,8.5,21.5,-3.25,4
46,Quant+Qual,44,Wahren 2013 Experimental warming and long-term vegetation dynamics in an alpine heathland,Wahren et al. 2013,2013,Australian Journal of Botany,ITEX,Unspecified,Ceased 2003,Unspecified,NA,1600-1800,1600,1800,,Summit,Plateau,Plateau,Unspecified,Increase,Decrease,Unspecified,"Unspecified, significant influence","BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BACI,4 Paired BACI,OTC & control,"Field, experimental",Single site,44,13,Drought ceased 2003,Experimental warming,Open heathland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,OTC Drought,Drought (ongoing),Drought (ongoing),Climate change,Climate change,NA,NA,Asterolasia trymaliodies,Rutaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Dry,,Seeder / Soil seed bank,Obligate Seeder,Asterolasia trymalioides,Species,Mean cover,"""Mean cover"" calculated from Table S1",Cover,Cover,No change,Exposure,BACI,2004,1.5,2.121320344,2010,10.5,2.121320344,6,9,1.5,1.5,1.5,9,Omit,Omit OTC,OTC exposure,No,"BHP, Victoria 2010",96.92499542,77.09999847,8.5,21.5,-3.25,4
