UniqueCode,QualQuantInc,CADIMA Ref,Author,Study,StudyType,PubYear,Journal ,Study ID,Fire,fire.sa,Grazing,grazing.sa,Tourism,tourism.sa,Elevation_Stated,Elevation_Est,Elev_Est_Lower,elev.lower.sa,Elev_Est_Upper,elev.upper.sa,Slope,Slope_New,Landform,Aspect,Temperature,Rainfall ,Snow,Bare ground,bareground.sa,Study site,Studysite,site.map,coord.x.map,coord.y.map,studysite.sa,Studysite.aggregate,StudySite.LatLong,Loc.y,Loc.x,Studysite.aggregate.2,Loc.y.2,Loc.x.2,Study design,Independence?,Study details ,Sampling method ,Scale,N,r,Other? ,Reason for study,Initial ES?,Aggregate.InitialES,Aggregate.InitialES2,Treatment ,TreatmentAggregate1,TreatmentAggregate2,Treatment_Thematic,Treatment_Thematic1,TimeSinceFire,TimeSinceGrazing,Response ,Family,Form.Category,Alpine.Zone,Region,Groundwater Association,Ecosystem Types,Seeder.Resprouter,Old.Response ,Response.Level,Metric,Metric-Notes,Metric.Aggregate,Metric.Aggregate2,Metric.Aggregate.Old,QualDirection,Calc notes,NT.C.Level,NT.C.Year,NT.C.TimeSince,NT.C.Mean,NT.C.SE,NT.C.SD,NT.C.N,NT.C.SDInterpolated?,NT.C.SDInterpolated,NT.C.Imputation / Notes,NT.E.Level ,NT.E.Year,NT.E.TimeSince,NT.E.Mean,NT.E.SE,NT.E.SD,NT.E.N,NT.E.SDInterpolated,NT.E.Imputation / Notes,NT.Change,T.C.InitialYr.Level ,T.C.InitialYr.Year,T.C.InitialYr.TimeSince,T.C.InitialYr.Mean,T.C.InitialYr.SE,T.C.InitialYr.SD,T.C.InitialYr.N,T.C.InitialYr.SDInterpolated?,T.C.InitialYr.Imputation / Notes,T.C.FinalYr.Year,T.C.FinalYr.TimeSince,T.C.FinalYr.Mean,T.C.FinalYr.SE,T.C.FinalYr.SD,T.C.FinalYr.N,T.C.FinalYr.SDInterpolated?,T.C.FinalYr.Imputation / Notes,T.C.FinalYr.Level,C.Change.Mean,C.Change.SD,C.Change.Time,C.Change.Imputation / Notes,T.E.Initial.Level ,T.E.Initial.Year,T.E.InitialYr.TimeSince,T.E.Initial.Mean,T.E.Initial.SE,T.E.Initial.SD,T.E.Initial.SD.Interpolated,T.E.Initial.SD Calculation Notes,T.E.Initial.N,T.E.Initial.Imputation / Notes,T.E.Final.Year,T.E.FinalYr.TimeSince,T.E.Final.Mean,T.E.Final.SE,T.E.Final.SD,T.E.Final.SD.Interpolated,T.E.Final.SD Calculation Notes,T.E.Final.n,T.E.Final.Level,T.E.Final.Imputation / Notes,E.Change.Mean,E.Change.Time,E.Change.SD,E.Change.Imputation / Notes,Abs.Change,C.E.Sig,C.E.SigState,BACITime.sig,w.time.reason,w.time,mean.c.,sd.c.,n.c.,mean.e.,sd.e.,n.e.,bias.BACITime,bias.differentN,bias.timelag,timespan,sa.timespan,Require.Hedges.g,Exclude?,d.stat,d.stat2,d.IG.t2.MD,d.IGPP.Md.e. ,d.IG.t2.s.pooled,d.IG.t2,SE.d.IG.t2,d.IG (MD),"d.IG (SD, pooled)",d.IG.raw.score,SE.d.IG [ (n1 + n2) / (n1 * n2) ],SE.d.IG [ (SMD ^ 2) / (2 (n1 + n2)) ],"d.RM (SD, pooled)",d.RM (SD.d),d.RM (r ),d.RM (MD),d.RM.raw.score,SE.d.RM ( (2 (1-r)) / n),SE.d.RM ( SMD ^2 / 2n ),SE.d.RM,SD(diff) ^2,r,d(IG).from.d(RM),,initial.TE,initial.se.TE,Require Hedges g transformation? ,n,Hedges g corrected TE,TE,se.TE.raw,se.TE
11,QualOnly,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,Published Paper,2015,Australian Journal of Botany,1,"Last burnt 1939, then 2003 / 2006",Burnt < 20 ya,Unspecified,Unspecified (likely ceased),,Unspecified,NA,1350-1750,1350,1200 - 1600,1750,> 1600,Unspecified,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Decrease,Treeless subalpine plains of KNP,"Multiple, KNP",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit. ","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent seeder shrubland,Heathland (dry),Heathland,Fire 2003,Fire ( < 20 ya),Fire ,Fire,Fire,9,NA,Ozothamnus cupressoides,Asteraceae,Tall,Alpine Subalpine,"Alpine, Subalpine",Both,"Bogs, Heathland",Resprouter,Ozothamnus cupressoides,Species,Cover,"""Counts of cover values"" in both figures and in text. ",Cover-abundance,Cover,Cover,Promote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,Significant,,,,,,,,,,,,NA,NA,No time frame ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12,QualOnly,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,Published Paper,2015,Australian Journal of Botany,1,"Last burnt 1939, then 2003 / 2006",Burnt < 20 ya,Unspecified,Unspecified (likely ceased),,Unspecified,NA,1350-1750,1350,1200 - 1600,1750,> 1600,Unspecified,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Decrease,Treeless subalpine plains of KNP,"Multiple, KNP",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit. ","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent seeder shrubland,Heathland (dry),Heathland,Fire 2003,Fire ( < 20 ya),Fire ,Fire,Fire,9,NA,Bossiaea riparia,Fabaceae,Tall,Subalpine,"Subalpine, Nonalpine",Dry,,Seeder / Soil seed bank,Bossiaea riparia,Species,Cover,"""Counts of cover values"" in both figures and in text. ",Cover-abundance,Cover,Cover,Reduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,Significant,,,,,,,,,,,,NA,NA,No time frame ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
13,QualOnly,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,Published Paper,2015,Australian Journal of Botany,1,"Last burnt 1939, then 2003 / 2006",Burnt < 20 ya,Unspecified,Unspecified (likely ceased),,Unspecified,NA,1350-1750,1350,1200 - 1600,1750,> 1600,Unspecified,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Decrease,Treeless subalpine plains of KNP,"Multiple, KNP",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit. ","Field, observational",Multiple sites,60,1,,Recovery from fire,Groundwater-dependent grassland,Grassland (wet) / Herbfield,Grassland / Herbfield,Fire 2003,Fire ( < 20 ya),Fire ,Fire,Fire,9,,Resprouter shrubs,,,,,,,,Resprouter shrubs,Community / Ecosystem,Cover,"""Counts of cover values"" in both figures and in text. ",Cover-abundance,Cover,Cover,No change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,Significant,,,,,-299.00,,,,,,,NA,NA,No time frame ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
14,QualOnly,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,Published Paper,2015,Australian Journal of Botany,1,"Last burnt 1939, then 2003 / 2006",Burnt < 20 ya,Unspecified,Unspecified (likely ceased),,Unspecified,NA,1350-1750,1350,1200 - 1600,1750,> 1600,Unspecified,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Decrease,Treeless subalpine plains of KNP,"Multiple, KNP",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit. ","Field, observational",Multiple sites,60,1,,Recovery from fire,Groundwater-dependent grassland,Grassland (wet) / Herbfield,Grassland / Herbfield,Fire 2003,Fire ( < 20 ya),Fire ,Fire,Fire,9,,Seeder shrubs,,,,,,,,Seeder shrubs,Community / Ecosystem,Cover,"""Counts of cover values"" in both figures and in text. ",Cover-abundance,Cover,Cover,No change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,Significant,,,,,,,,,,,,NA,NA,No time frame ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,QualOnly,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,Published Paper,2015,Australian Journal of Botany,1,"Last burnt 1939, then 2003 / 2006",Burnt < 20 ya,Unspecified,Unspecified (likely ceased),,Unspecified,NA,1350-1750,1350,1200 - 1600,1750,> 1600,Unspecified,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Decrease,Treeless subalpine plains of KNP,"Multiple, KNP",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit. ","Field, observational",Multiple sites,60,1,,Recovery from fire,Groundwater-dependent shrubland,Heathland (wet),,Fire 2003,Fire ( < 20 ya),Fire ,Fire,Fire,9,,Seeder shrubs,,,,,,,,Seeder shrubs,Community / Ecosystem,Cover,"""Counts of cover values"" in both figures and in text. ",Cover-abundance,Cover,Cover,No change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,Significant,,,,,,,,,,,,NA,NA,No time frame ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,QualOnly,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,Published Paper,2015,Australian Journal of Botany,1,"Last burnt 1939, then 2003 / 2006",Burnt < 20 ya,Unspecified,Unspecified (likely ceased),,Unspecified,NA,1350-1750,1350,1200 - 1600,1750,> 1600,Unspecified,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Decrease,Treeless subalpine plains of KNP,"Multiple, KNP",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit. ","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent grassland,Grassland (dry) / Herbfield,Grassland / Herbfield,Fire 2003,Fire ( < 20 ya),Fire ,Fire,Fire,9,,Shrubs,,,,,,,,Shrub,Shrub,Cover,"""Counts of cover values"" in both figures and in text. ",Cover-abundance,Cover,Cover,Reduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,Significant,,,,,,,,,,,,NA,NA,No time frame ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,Published Paper,2015,Australian Journal of Botany,1,"Last burnt 1939, then 2003 / 2006",Burnt < 20 ya,Unspecified,Unspecified (likely ceased),,Unspecified,NA,1350-1750,1350,1200 - 1600,1750,> 1600,Unspecified,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Decrease,Treeless subalpine plains of KNP,"Multiple, KNP",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit. ","Field, observational",Multiple sites,60,1,,Recovery from fire,Groundwater-dependent fire-sensitive vegetation,Heathland (wet) / Grassland,,Fire 2003,Fire ( < 20 ya),Fire ,Fire,Fire,9,NA,Dracophyllum continentis,Ericaceae,Tall,Alpine Subalpine,"Alpine, Subalpine",Wet,"Bogs,  heath",Fire killed,Richea continentis,Species,Cover,"""Counts of cover values"" in both figures and in text. ",Cover-abundance,Cover,Cover,Promote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,1,1.2,,1.303840481,Stated,Stated,5,,2012,9,1.2,,2.167948339,Stated,Stated,5,,,0,10,0.864107858,,0,0.05,Significant,,t2 - t12,10,1.20,1.30,5.00,1.20,2.17,5,,No,3,10,1 - 20 years,Yes,No,d(RM) approx. using t. ,d(RM),,,,,,,,,,,3.024896692,0,1,0.00,0,0,0,0,0.74668238996,0.918395367,0,,0,0,Yes,10,0,0,0,0
18,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,Published Paper,2015,Australian Journal of Botany,1,"Last burnt 1939, then 2003 / 2006",Burnt < 20 ya,Unspecified,Unspecified (likely ceased),,Unspecified,NA,1350-1750,1350,1200 - 1600,1750,> 1600,Unspecified,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Decrease,Treeless subalpine plains of KNP,"Multiple, KNP",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit. ","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent seeder shrubland,Heathland (dry),Heathland,Fire 2003,Fire ( < 20 ya),Fire ,Fire,Fire,9,NA,Epacris petrophila,Ericaceae,Tall,Alpine Subalpine,"Alpine, Subalpine",Wet,"Watercourses, bog, frost hollow, heathland (dry)",Resprouter,Epacris petrophila,Species,Cover,"""Counts of cover values"" in both figures and in text. ",Cover-abundance,Cover,Cover,Reduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,1,1.25,,0.707106781,Stated,Stated,5,,2012,9,1,,0.447213595,Stated,Stated,5,,,-0.25,10,-0.259893186,,-0.25,0.05,Significant,,t2 - t13,10,1.25,0.71,5.00,1.00,0.45,5,,No,3,10,1 - 20 years,Yes,No,d(RM),d(RM),,,,,,,,,,,1.449137675,0.112553999,0.996983714,-0.25,-0.353553391,0.001206515,0.0125,0.117074825,0.06754446797,0.967835968,-0.089671668,,-0.089671668,0.117074825,Yes,10,-0.080993765,-0.080993765,0.117074825,0.117074825
19,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,Published Paper,2015,Australian Journal of Botany,1,"Last burnt 1939, then 2003 / 2006",Burnt < 20 ya,Unspecified,Unspecified (likely ceased),,Unspecified,NA,1350-1750,1350,1200 - 1600,1750,> 1600,Unspecified,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Decrease,Treeless subalpine plains of KNP,"Multiple, KNP",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit. ","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent resprouter shrubland,Heathland (dry),Heathland,Fire 2003,Fire ( < 20 ya),Fire ,Fire,Fire,9,NA,Oxylobium ellipticum,Fabaceae,Tall,Non-alpine,Montane,Dry,"Heathland, Woodland / Forest",Resprouter,Oxylobium ellipticum,Species,Cover,"""Counts of cover values"" in both figures and in text. ",Cover-abundance,Cover,Cover,Reduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,1,1.6,,1.516575089,Stated,Stated,5,,2012,9,1.2,,1.303840481,Stated,Stated,5,,,-0.4,10,-0.212734608,,-0.4,0.05,Significant,,t2 - t14,10,1.60,1.52,5.00,1.20,1.30,5,,No,3,10,1 - 20 years,Yes,No,d(RM),d(RM),,,,,,,,,,,3.170173497,0.288138238,0.99586947,-0.40,-0.263752189,0.001652212,0.006956522,0.092783261,0.04525601334,0.995496914,-0.025030308,,-0.025030308,0.092783261,Yes,10,-0.02260802,-0.02260802,0.092783261,0.092783261
20,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,Published Paper,2015,Australian Journal of Botany,1,"Last burnt 1939, then 2003 / 2006",Burnt < 20 ya,Unspecified,Unspecified (likely ceased),,Unspecified,NA,1350-1750,1350,1200 - 1600,1750,> 1600,Unspecified,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Decrease,Treeless subalpine plains of KNP,"Multiple, KNP",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit. ","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent resprouter shrubland,Heathland (dry),Heathland,Fire 2003,Fire ( < 20 ya),Fire ,Fire,Fire,9,NA,Kunzea muelleri,"	Myrtaceae",Mat,Alpine Subalpine,"Alpine, Subalpine, Montane",Dry,"Heathland, rocky area",Resprouter,Kunzea muelleri,Species,Cover,"""Counts of cover values"" in both figures and in text. ",Cover-abundance,Cover,Cover,Reduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,1,1.6,,1.341640786,Stated,Stated,5,,2012,9,1,,1.224744871,Stated,Stated,5,,,-0.6,10,-0.116895915,,-0.6,0.05,Significant,,t2 - t15,10,1.60,1.34,5.00,1.00,1.22,5,,No,3,10,1 - 20 years,Yes,No,d(RM),d(RM),,,,,,,,,,,2.819574436,0.648311035,0.973565585,-0.60,-0.447213595,0.010573766,0.02,0.174853556,0.01366465497,0.998281175,-0.02622079,,-0.02622079,0.174853556,Yes,10,-0.023683294,-0.023683294,0.174853556,0.174853556
21,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,Published Paper,2015,Australian Journal of Botany,1,"Last burnt 1939, then 2003 / 2006",Burnt < 20 ya,Unspecified,Unspecified (likely ceased),,Unspecified,NA,1350-1750,1350,1200 - 1600,1750,> 1600,Unspecified,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Decrease,Treeless subalpine plains of KNP,"Multiple, KNP",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit. ","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent resprouter shrubland,Heathland (dry),Heathland,Fire 2003,Fire ( < 20 ya),Fire ,Fire,Fire,9,NA,Bossiaea foliosa,Fabaceae,Tall,Subalpine,Subalpine,Dry,"Heathland, Woodland",Both,Bossiaea foliosa,Species,Cover,"""Counts of cover values"" in both figures and in text. ",Cover-abundance,Cover,Cover,Promote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,1,2,,1.58113883,Stated,Stated,5,,2012,9,1.8,,1.788854382,Stated,Stated,5,,,-0.2,10,0.207715552,,-0.2,0.05,Significant,,t2 - t16,10,2.00,1.58,5.00,1.80,1.79,5,,No,3,10,1 - 20 years,Yes,No,d(RM),d(RM),,,,,,,,,,,3.405877273,0.072034559,0.999776337,-0.20,-0.126491106,8.94651E-05,0.0016,0.041103104,0.04314575051,0.996280539,-0.010909755,,-0.010909755,0.041103104,Yes,10,-0.009853973,-0.009853973,0.041103104,0.041103104
22,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,Published Paper,2015,Australian Journal of Botany,1,"Last burnt 1939, then 2003 / 2006",Burnt < 20 ya,Unspecified,Unspecified (likely ceased),,Unspecified,NA,1350-1750,1350,1200 - 1600,1750,> 1600,Unspecified,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Decrease,Treeless subalpine plains of KNP,"Multiple, KNP",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit. ","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent resprouter shrubland,Heathland (dry),Heathland,Fire 2003,Fire ( < 20 ya),Fire ,Fire,Fire,9,NA,Hovea montana,Fabaceae,Tall,Subalpine,"Subalpine, Montane",Dry,,Both,Hovea montana,Species,Cover,"""Counts of cover values"" in both figures and in text. ",Cover-abundance,Cover,Cover,Reduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,1,2.4,,3.049590136,Stated,Stated,5,,2012,9,2.4,,2.607680962,Stated,Stated,5,,,0,10,-0.441909174,,0,0.05,Significant,,t2 - t17,10,2.40,3.05,5.00,2.40,2.61,5,,No,3,10,1 - 20 years,Yes,No,d(RM) approx. using t. ,d(RM),,,,,,,,,,,6.371812929,0,1,0.00,0,0,0,0,0.19528371834,0.995190056,0,,0,0,Yes,10,0,0,0,0
23,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,Published Paper,2015,Australian Journal of Botany,1,"Last burnt 1939, then 2003 / 2006",Burnt < 20 ya,Unspecified,Unspecified (likely ceased),,Unspecified,NA,1350-1750,1350,1200 - 1600,1750,> 1600,Unspecified,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Decrease,Treeless subalpine plains of KNP,"Multiple, KNP",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit. ","Field, observational",Multiple sites,60,1,,Recovery from fire,Groundwater-dependent fire-sensitive vegetation,Heathland (wet) / Grassland,,Fire 2003,Fire ( < 20 ya),Fire ,Fire,Fire,9,,Seeder shrubs,,,,,,,,Seeder shrubs,Community / Ecosystem,Cover,"""Counts of cover values"" in both figures and in text. ",Cover-abundance,Cover,Cover,Promote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,1,2.7,,2.906888371,Stated,Stated,5,,2012,9,5.6,,5.412947441,Stated,Stated,5,,,2.9,10,2.50605907,,2.9,0.05,Significant,,t2 - t18,10,2.70,2.91,5.00,5.60,5.41,5,,No,3,10,1 - 20 years,Yes,No,d(RM),d(RM),,,,,,,,,,,6.960603422,15.14526613,-1.36717323,2.90,0.997630328,0.946869292,0.099526627,1.022934954,6.28033206403,0.870374983,0.507959461,,0.507959461,1.022934954,Yes,10,0.458802094,0.458802094,1.022934954,1.022934954
24,Quant+Qual,33,McDougall et al. 2015 Recovery after fire,McDougall et al. 2015,Published Paper,2015,Australian Journal of Botany,1,"Last burnt 1939, then 2003 / 2006",Burnt < 20 ya,Unspecified,Unspecified (likely ceased),,Unspecified,NA,1350-1750,1350,1200 - 1600,1750,> 1600,Unspecified,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Unspecified likely high following fire, and decreasing",Decrease,Treeless subalpine plains of KNP,"Multiple, KNP",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,BA,3 Paired BA,"60 x 5m x 5m quadrat, randomly placed.Observational, control is pre-fire observation. Repeat visit. ","Field, observational",Multiple sites,60,1,,Recovery from fire,Non-groundwater-dependent seeder shrubland,Heathland (dry),Heathland,Fire 2003,Fire ( < 20 ya),Fire ,Fire,Fire,9,,Seeder shrubs,,,,,,,,Seeder shrubs,Community / Ecosystem,Cover,"""Counts of cover values"" in both figures and in text. ",Cover-abundance,Cover,Cover,Promote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,1,2.8,,1.923538406,Stated,Stated,5,,2012,9,2,,2.34520788,Stated,Stated,5,,,-0.8,10,0.421669474,,-0.8,0.05,Significant,,t2 - t19,10,2.80,1.92,5.00,2.00,2.35,5,,No,3,10,1 - 20 years,Yes,No,d(RM),d(RM),,,,,,,,,,,4.189272013,1.152552951,0.962154464,-0.80,-0.415900196,0.015138214,0.017297297,0.180098616,0.17780514509,0.989868653,-0.059202183,,-0.059202183,0.180098616,Yes,10,-0.05347294,-0.05347294,0.180098616,0.180098616
